ZIP_CODE,REGION,County,ResponseId,DistributionChannel,Q1.Intro,Q3.Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45,,,,,,,,,,
95949,SierraNevada,Nevada,R_3MS8qQwSfWlaH97,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Lack of knowledge, information, or resources",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Ecosystem restoration",,"In-person workshops,Watching short videos,Webinars",,"Email,Website",,,,,,,,Other (please specify),,White,,,,,,,,,,,,,,
95954,SierraNevada,Butte,R_3FJ2U6l1C44s1pV,anonymous,Yes,No,Removed vegetation and other combustible material within the first 0-5 feet of my home ,"Availability of contractors,Cost,Permitting",,Yes,"Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,No,Other (please explain),property is not large enough to warrant prescribed burn,"Available grants for fuels reduction treatments and how to apply,Post-wildfire recovery",,"Reading factsheets,Watching short videos",,"Email,Mail,Social media ,Website",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95954,SierraNevada,Butte,R_21AJvfbCHD0SJjw,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Time",,Yes,Other (please specify):,"clean up of fallen leaves and needles.  I need trees trimmed of dead branches, but cannot afford it.",Hired a contractor,,Out of pocket,,,No,Financial assistance,,"Available grants for fuels reduction treatments and how to apply,Defensible space,Evacuation planning",,"Reading factsheets,Watching short videos,Webinars",,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,White,,English,,"Greater than $150,000 per year",,,,,,,,,,
95954,SierraNevada,Butte,R_tEEVmJK0t2TCRLb,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Permitting",,No,,,,,,,,Unsure,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process",,"Defensible space,Ecosystem restoration,Home hardening",,,,"Email,Mail,Social media ,Telephone",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,,41-50,Woman,,White,,English,,"$100,001 - $150,000 per year",,,,,,,,,,
95954,SierraNevada,Butte,R_xmFVci9mBjrpz8Z,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Yes,"Clarity on relevant laws and liability associated with burning,Financial assistance,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Labor resources",,"Evacuation planning,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation,Reducing health impacts from wildfire smoke",,"Reading factsheets,Watching short videos",,"Mail,Website",,Rural,21-100 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95956,SierraNevada,Plumas,R_2PySFWKIqiLzanD,anonymous,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,Other (please explain),property too small for prescribed fire,,,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos",,Email,,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,American Indian or Alaskan Native,,English,,"Greater than $150,000 per year",,,,,,,,,,
95959,SierraNevada,Nevada,R_3qpM8AAEIkP1VN3,anonymous,Yes,No,"Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass,Other (please specify):",Limbing up low hanging tree branches,Did some myself and hired a contractor,,Out of pocket,,,Yes,"Access to equipment,Financial assistance,Help preparing my property to conduct a prescribed burn,Labor resources",,"Ecosystem restoration,Evacuation planning,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,"Email,Newspaper,Radio,Website",,,,,,,,Woman,,Prefer not to answer,,English,,,,,,,,,,,,
95959,SierraNevada,Nevada,R_23duLtJxfpEwI3x,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Communicating with my landlord or property manager,Cost",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Other (please specify),"My landlords did this, and I helped as well.","Out of pocket,Grants,My only cost was personal labor (myself, friends, and family)",Resource Conservation District (RCD),,Yes,"Access to equipment,Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Other (please explain)",Getting my landlords approval.,"Available grants for fuels reduction treatments and how to apply,Permitting for fuels mitigation work,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos",,"Email,In-person,Website",,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,Prefer not to state,,,,,,,,,,
95959,SierraNevada,Nevada,R_2WTjy54joyFbezO,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Existing home design constraints,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Clarity on relevant laws and liability associated with burning,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Home hardening,Prescribed fire planning and implementation",,"In-person workshops,Webinars",,Email,,,,,,,,Woman,,Prefer not to answer,,English,,,,,,,,,,,,
95959,SierraNevada,Nevada,R_1mjWsnxgPKvfHRV,qr,Yes,No,"No, I have not completed home retrofitting or remodeling","Cost,Existing home design constraints,Permitting",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,Out of pocket,,,Yes,"Access to equipment,Help preparing my property to conduct a prescribed burn,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Watching short videos",,"Email,In-person,Mail,Telephone,Text Message,Website",,Rural,6-10 acres,"Farming and/or agriculture,Livestock/grazing,Recreation,Wildlife habitat",,No,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
95959,SierraNevada,Nevada,R_2rTlIDEG4G1rq30,anonymous,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Cost,Lack of knowledge, information, or resources",,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Home hardening",,In-person workshops,,"Email,Newspaper",,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,,61-70,Woman,,White,,English,,"Less than $50,000 per year",,,,,,,,,,
95959,SierraNevada,Nevada,R_3kKR5unPjiPYbpk,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Unsure,"Clarity on relevant laws and liability associated with burning,Help navigating the permitting process,Information about planning and implementation,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Home hardening,Reducing health impacts from wildfire smoke",,"In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Telephone",,,,,,,,Man,,"White,Prefer not to answer",,English,,,,,,,,,,,,
95959,SierraNevada,Nevada,R_cGQYUp5nNq8pikF,anonymous,Yes,No,"No, I have not completed home retrofitting or remodeling","Availability of contractors,Existing home design constraints,Lack of knowledge, information, or resources",,No,,,,,,,,,,,"Ecosystem restoration,Evacuation planning,Home hardening",,"In-person workshops,Watching short videos,Webinars",,Email,,Urban,0-5 acres,"Not applicable, my property is only used for residential use",,,51-60,Man,,Prefer not to answer,,Prefer not to answer,,Prefer not to state,,,,,,,,,,
95959,SierraNevada,Nevada,R_2xJfpPPtuekIyYR,anonymous,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ,Other (please specify):","Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,Yes,"Help preparing my property to conduct a prescribed burn,Training to learn how to safely conduct a prescribed burn",,"Ecosystem restoration,Prescribed fire planning and implementation",,"In-person workshops,Webinars",,Email,,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year",,,,,,,,,,
