Progress,Duration (in seconds),Finished,ResponseId,Q1-Intro,Q3-Intro,Q14,Q15,Q15_11_TEXT,Q17,Q18,Q18_11_TEXT,Q19,Q19_4_TEXT,Q20,Q21,Q21_13_TEXT,Q24,Q25,Q25_13_TEXT,Q32,Q32_14_TEXT,Q33,Q33_17_TEXT,Q34,Q34_23_TEXT,Q35_8_TEXT,Q14-FNR,Q36,County,Q37,Q38,Q39,Q39_12_TEXT,Q40,Q41,Q42,Q42_4_TEXT,Q43,Q43_7_TEXT,Q44,Q44_14_TEXT,Q45
100,1368,TRUE,R_3IQavTDtUCMCPBz,Yes,No,Other (please specify):,"Availability of contractors,Cost",,No,,,,,,,,Yes,"Financial assistance,Help preparing my property to conduct a prescribed burn,Labor resources",,"Available grants for fuels reduction treatments and how to apply,Other (please specify)","The money that is available, or has been available only goes to a single demographic, so none of this survey matters.",Other (please specify),"None of it matters, the money only goes to 1 demographic.",In-person,,,,95983,Plumas,Rural,101-1000 acres,"Farming and/or agriculture,Non-timber forest products,Private forestry or timber production,Recreation,Other (please specify)","But everything burned, so now it’s waiting to burn again since it is more susceptible, and there is no help.",No,61-70,Woman,,American Indian or Alaskan Native,,English,,"Less than $50,000 per year"
100,544,TRUE,R_1QiUYkr1lAHXixv,Yes,No,"Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Cost,Time",,Yes,"Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Access to equipment,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Post-wildfire recovery",,"In-person workshops,Watching short videos,Webinars",,"Email,In-person,Mail",,,,,Plumas,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,31-40,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,1450,TRUE,R_d5LhiJjml6B91F7,Yes,Yes,,,,,,,,,,,,,,,"Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Permitting for fuels mitigation work,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,Text Message,Website",,,Yes,,Plumas,,,,,,,Woman,,White,,English,,
100,757,TRUE,R_1LwM7ta7R82n2vC,Yes,Yes,,,,,,,,,,,,,,,"Grazing for fuels reduction,Home hardening",,"Community events or town halls,Field tours to local properties,Watching short videos",,Email,,,Yes,,Plumas,,,,,,,Woman,,White,,English,,
100,425,TRUE,R_1EUMCMea9kXGFvX,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Grazing for fuels reduction,Permitting for fuels mitigation work",,"Field tours to local properties,Watching short videos,Webinars",,"Email,Text Message",,,Yes,,Shasta,,,,,,,Man,,White,,English,,
100,587,TRUE,R_1n0Xn9Qf0RE6jFQ,Yes,Yes,,,,,,,,,,,,,,,"Evacuation planning,Grazing for fuels reduction,Permitting for fuels mitigation work",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,Social media ,Website",,,Yes,,Plumas,,,,,,,Woman,,White,,English,,
100,549,TRUE,R_1eDeWAPhPJHnceo,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Retrofitted home with ignition and/or ember resistant materials","Cost,Existing home design constraints",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,"Email,Mail,Website",,,,95667,El Dorado,Rural,0-5 acres,"Not applicable, my property is only used for residential use,Wildlife habitat",,,61-70,Man,,White,,English,,Prefer not to state
100,516,TRUE,R_2BqFmCDNRLKrD1T,Yes,Yes,,,,,,,,,,,,,,,"Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc),Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos",,"Email,In-person",,,Yes,,Plumas,,,,,,,Woman,,White,,English,,
100,829,TRUE,R_2PySFWKIqiLzanD,Yes,No,"Purchased a backup power source (e.g., generator),Removed vegetation and other combustible material within the first 0-5 feet of my home ","Cost,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Targeted grazing,Weed trimming and/or mowing grass",,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,No,Other (please explain),property too small for prescribed fire,,,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos",,Email,,,,95956,Plumas,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Man,,American Indian or Alaskan Native,,English,,"Greater than $150,000 per year"
100,1960,TRUE,R_1Cr5shXM2yX3qcj,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops",,"Email,In-person",,,Yes,,Plumas,,,,,,,Man,,White,,English,,
100,765,TRUE,R_Ra9eCElYFBOZG49,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,No, I have not completed home retrofitting or remodeling","Availability of contractors,Cost,Existing home design constraints",,Yes,"Removal of medium and large trees through timber harvest,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,Out of pocket,,,,,,"Defensible space,Home hardening,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Reading factsheets,Watching short videos,Webinars",,"Email,Website",,,,96122,Plumas,Suburban,0-5 acres,"Not applicable, my property is only used for residential use",,No,61-70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,432,TRUE,R_2AKkbwyW9M64RFq,Yes,Yes,,,,,,,,,,,,,,,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Watching short videos,Webinars",,"Email,Mail,Social media ,Website",,,Yes,,Plumas,,,,,,,Woman,,White,,English,,
100,791,TRUE,R_31oBjXH40rRA5ZT,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials","Availability of contractors,Cost,Other (please specify)",Combination of existing home design constraints and permitting - permitting is limited due to the existing home design.,Yes,"Hand thinning and scattering small trees and brush ,Prescribed fire (a controlled fire set intentionally to meet management objectives under applicable laws and regulations),Removal of medium and large trees through timber harvest,Weed trimming and/or mowing grass,Other (please specify):",There are numerous areas where pile burning is not allowed due to Clean Air Act and air quality SIP.,Did it myself,,"Out of pocket,My only cost was personal labor (myself, friends, and family)",,,Yes,"Help navigating the permitting process,Information about planning and implementation,Labor resources,Other (please explain)","Creating an avenue where prescribed fire is exempt from EPA standards, such as wildfires and volcanic eruptions.","Ecosystem restoration,Home hardening,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,"Email,In-person,Mail,Newspaper,Radio,Social media ,Telephone,Text Message,Website,Other (please specify)","Postings on community bulleting boards, information flyers for school aged children (to share with families), pamphlets at community events (e.g., County Fair)",,,95971,Plumas,Rural,0-5 acres,Recreation,,No,41-50,Man,,White,,English,,"$100,001 - $150,000 per year"
100,596,TRUE,R_27Oo75snpp3cubB,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ","Availability of contractors,Cost,Time",,Yes,"Burning piles of cut trees and brush,Weed trimming and/or mowing grass",,Did some myself and hired a contractor,,"Out of pocket,Grants","Fire Safe Council,Resource Conservation District (RCD)",,No,,,"Available grants for fuels reduction treatments and how to apply,Evacuation planning,Reducing health impacts from wildfire smoke",,"Community events or town halls,Webinars",,"Email,Website",,,,93644,Madera,Rural,0-5 acres,"Not applicable, my property is only used for residential use",,No,51-60,Woman,,White,,English,,"$100,001 - $150,000 per year"
100,422,TRUE,R_3ehlBJFkKLmbnil,Yes,Yes,,,,,,,,,,,,,,,"Permitting for fuels mitigation work,Post-wildfire recovery,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars,Other (please specify)",Training courses or certifications,"Email,Social media ,Website",,Tiktok,Yes,,Sacramento,,,,,,,Woman,,"American Indian or Alaskan Native,White",,English,,
100,261,TRUE,R_1mEIqNANbySQFvA,Yes,Yes,,,,,,,,,,,,,,,"Grazing for fuels reduction,Home hardening,Post-wildfire recovery",,"Community events or town halls,Field tours to local properties,In-person workshops,Webinars",,Email,,,Yes,,Sacramento,,,,,,,Woman,,White,,English,,
100,807,TRUE,R_1obc8WLR1x8MG5w,Yes,Yes,,,,,,,,,,,,,,,"Defensible space,Evacuation planning,Home hardening",,"Community events or town halls,Field tours to local properties,In-person workshops",,Email,,,,,San Francisco,,,,,,,,,"Asian,Hispanic, Latino/a/x, or other Spanish origin",,English,,
100,756,TRUE,R_XohD67vVUlvu7zb,Yes,Yes,,,,,,,,,,,,,,,"Ecosystem restoration,Post-wildfire recovery",,,,Email,,,No,,Plumas,,,,,,,Woman,,White,,English,,
100,1407,TRUE,R_1LLhNWqmi9WoYU0,Yes,Yes,,,,,,,,,,,,,,,,,,,"In-person,Radio,Website",,,Yes,,Tuolumne,,,,,,,Man,,Prefer not to answer,,"English,Spanish",,
100,1944,TRUE,R_22KN4HjhreERIoG,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials",Other (please specify),My home is retrofitted,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of medium and large trees through timber harvest,Other (please specify):","Raking pine needles and pine cones, dead sage species.  Some we burn and some we get hauled off to the community burn pile.  We would like to graze but there are not providers for our area. ",Did it myself,,Out of pocket,,,Yes,Financial assistance,,"Available grants for fuels reduction treatments and how to apply,Grazing for fuels reduction,Mechanical fuels reduction treatments (forest thinning, chipping, mastication, etc)",,"Community events or town halls,Field tours to local properties,Watching short videos",,"Email,Mail,Social media ,Text Message,Website",,,,96106,Plumas,Rural,21-100 acres,Wildlife habitat,,No,Over 70,Woman,,White,,English,,"$50,000 - $100,000 per year"
100,1130,TRUE,R_28zFKT4ORqvBQtp,Yes,No,"Purchased an air filtration system for home to use during wildfire smoke events,Purchased a backup power source (e.g., generator),Other (please specify):","Cost,Lack of knowledge, information, or resources,Time",,Yes,"Burning piles of cut trees and brush,Hand thinning and scattering small trees and brush ,Removal of small trees and brush with heavy equipment (e.g., mastication or chipping)",,Did it myself,,"My only cost was personal labor (myself, friends, and family)",,,Yes,"Clarity on relevant laws and liability associated with burning,Help preparing my property to conduct a prescribed burn,Help navigating the permitting process,Information about planning and implementation,Labor resources,Training to learn how to safely conduct a prescribed burn",,"Available grants for fuels reduction treatments and how to apply,Ecosystem restoration,Grazing for fuels reduction,Permitting for fuels mitigation work,Post-wildfire recovery,Prescribed fire planning and implementation",,"Field tours to local properties,In-person workshops",,In-person,,,,95971,Plumas,Rural,21-100 acres,Wildlife habitat,,No,61-70,Man,,White,,English,,"$50,000 - $100,000 per year"
100,2663,TRUE,R_sTpz74uArRMPQlj,Yes,No,"Purchased a backup power source (e.g., generator),Put up non-combustible, reflective signs/addressing on house,Removed vegetation and other combustible material within the first 0-5 feet of my home ,Retrofitted home with ignition and/or ember resistant materials,No, I have not completed home retrofitting or remodeling",Time,,Yes,"Removal of small trees and brush with heavy equipment (e.g., mastication or chipping),Weed trimming and/or mowing grass,Other (please specify):",Thinning and chipping,Did some myself and hired a contractor,,"Out of pocket,Grants","Fire Safe Council,USDA Forest Service",,,,,"Defensible space,Home hardening,Prescribed fire planning and implementation",,"Community events or town halls,Field tours to local properties,In-person workshops,Reading factsheets,Watching short videos,Webinars",,Email,,,,96103,Plumas,Suburban,0-5 acres,Wildlife habitat,,No,Over 70,Man,,White,,English,,"$50,000 - $100,000 per year"
